site,genome,call,category,gene_function,Gene.abbreviation,Gene.name,hits,gene_counts,rel_hits
SW,simplified,metabolic,Oxygen metabolism (Oxidative phosphorylation Complex IV),"Oxygen metabolism - cytochrome c oxidase, caa3-type",coxB,cytochrome c oxidase subunit II,60,565484,0.01061037978086029
SW,simplified,metabolic,Oxygen metabolism (Oxidative phosphorylation Complex IV),"Oxygen metabolism - cytochrome c oxidase, cbb3-type",ccoN,cytochrome c oxidase cbb3-type subunit I,60,565484,0.01061037978086029
SW,simplified,metabolic,Oxygen metabolism (Oxidative phosphorylation Complex IV),"Oxygen metabolism - cytochrome c oxidase, cbb3-type",ccoO,cytochrome c oxidase cbb3-type subunit II,61,565484,0.010787219443874627
SW,simplified,metabolic,Oxygen metabolism (Oxidative phosphorylation Complex IV),"Oxygen metabolism - cytochrome c oxidase, cbb3-type",ccoP,cytochrome c oxidase cbb3-type subunit III,48,565484,0.008488303824688232
SW,simplified,metabolic,Perchlorate reduction,Perchlorate reduction,pcrA,"perchlorate reductase, subunit alpha",3,565484,5.305189890430145e-4
SW,simplified,metabolic,Perchlorate reduction,Perchlorate reduction,pcrB,"perchlorate reductase, subunit beta",2,565484,3.536793260286763e-4
SW,simplified,metabolic,Selenate reduction,Selenate reduction,YgfK,putative selenate reductase,7,565484,0.001237877641100367
SW,simplified,metabolic,Selenate reduction,Selenate reduction,ygfM,putative selenate reductase FAD-binding subunit,2,565484,3.536793260286763e-4
SW,simplified,metabolic,Sulfur cycling,Sulfate reduction,aprA,"adenylylsulfate reductase, subunit A",7,565484,0.001237877641100367
SW,simplified,metabolic,Sulfur cycling,Sulfate reduction,sat,sulfate adenylyltransferase,37,565484,0.006543067531530512
SW,simplified,metabolic,Sulfur cycling,Sulfide oxidation,sqr,sulfide:quinone oxidoreductase,12,565484,0.002122075956172058
SW,simplified,metabolic,Sulfur cycling,Sulfite reduction,dsrD,dissimilatory sulfite reductase delta subunit,10,565484,0.0017683966301433817
SW,simplified,metabolic,Sulfur cycling,Sulfur oxidation,dsrA,dissimilatory sulfite reductase alpha subunit,1,565484,1.7683966301433815e-4
SW,simplified,metabolic,Sulfur cycling,Sulfur oxidation,dsrB,dissimilatory sulfite reductase beta subunit,3,565484,5.305189890430145e-4
SW,simplified,metabolic,Sulfur cycling,Sulfur oxidation,sdo,sulfur dioxygenase,97,565484,0.017153447312390803
SW,simplified,metabolic,Sulfur cycling,Thiosulfate disproportionation,phsA,thiosulfate reductase / polysulfide reductase chain A,3,565484,5.305189890430145e-4
SW,simplified,metabolic,Sulfur cycling,Thiosulfate oxidation,soxB,S-sulfosulfanyl-L-cysteine sulfohydrolase,5,565484,8.841983150716908e-4
SW,simplified,metabolic,Sulfur cycling,Thiosulfate oxidation,soxC,sulfane dehydrogenase subunit SoxC,7,565484,0.001237877641100367
SW,simplified,metabolic,Sulfur cycling,Thiosulfate oxidation,soxY,sulfur-oxidizing protein SoxY,15,565484,0.0026525949452150723
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Assimilatory sulfur metabolism| APS (Adenosine 5'-phosphosulfate) <-> PAPS (3'-Phosphoadenosine 5'-phosphosulfate),cysC,adenylylsulfate kinase,7,565484,0.001237877641100367
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Assimilatory sulfur metabolism| APS (Adenosine 5'-phosphosulfate) <-> PAPS (3'-Phosphoadenosine 5'-phosphosulfate),cysNC,bifunctional enzyme CysN/CysC,15,565484,0.0026525949452150723
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Assimilatory sulfur metabolism| PAPS (3'-Phosphoadenosine 5'-phosphosulfate) <-> Sulfite,cysH,phosphoadenosine phosphosulfate reductase,30,565484,0.005305189890430145
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Assimilatory sulfur metabolism| Sulfate <-> APS (Adenosine 5'-phosphosulfate),cysD,sulfate adenylyltransferase subunit 2,38,565484,0.0067199071945448505
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Assimilatory sulfur metabolism| Sulfate <-> APS (Adenosine 5'-phosphosulfate),cysN,sulfate adenylyltransferase subunit 1,17,565484,0.003006274271243749
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Assimilatory sulfur metabolism| Sulfate <-> APS (Adenosine 5'-phosphosulfate),cysNC,bifunctional enzyme CysN/CysC,15,565484,0.0026525949452150723
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Assimilatory sulfur metabolism| Sulfide -> Cysteine,cysK,cysteine synthase,57,565484,0.010079860791817276
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Assimilatory sulfur metabolism| Sulfide -> Cysteine,cysM,S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent),15,565484,0.0026525949452150723
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Assimilatory sulfur metabolism| Sulfite -> Sulfide,cysJ,sulfite reductase (NADPH) flavoprotein alpha-component,3,565484,5.305189890430145e-4
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfate reduction,aprA,"adenylylsulfate reductase, subunit A",7,565484,0.001237877641100367
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfate reduction,aprB,"adenylylsulfate reductase, subunit B",16,565484,0.0028294346082294104
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfate reduction,sat,sulfate adenylyltransferase,37,565484,0.006543067531530512
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfide oxidation,sqr,sulfide:quinone oxidoreductase,12,565484,0.002122075956172058
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation,sdo,sulfur dioxygenase,97,565484,0.017153447312390803
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrA,dissimilatory sulfite reductase alpha subunit,1,565484,1.7683966301433815e-4
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrB,dissimilatory sulfite reductase beta subunit,3,565484,5.305189890430145e-4
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrC,"dissimilatory sulfite reductase, subunit C",2,565484,3.536793260286763e-4
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrD,dissimilatory sulfite reductase delta subunit,10,565484,0.0017683966301433817
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrH,"dissimilatory sulfite reductase, subunit H",2,565484,3.536793260286763e-4
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrJ,"dissimilatory sulfite reductase, subunit J",19,565484,0.0033599535972724253
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrK,"dissimilatory sulfite reductase, subunit K",12,565484,0.002122075956172058
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrM,"dissimilatory sulfite reductase, subunit M",13,565484,0.002298915619186396
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrO,"dissimilatory sulfite reductase, subunit O",16,565484,0.0028294346082294104
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrP,"dissimilatory sulfite reductase, subunit P",16,565484,0.0028294346082294104
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrR,"dissimilatory sulfite reductase, subunit R",6,565484,0.001061037978086029
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrT,"dissimilatory sulfite reductase, subunit T",15,565484,0.0026525949452150723
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Thiosulfate disproportionation,phsA,thiosulfate reductase / polysulfide reductase chain A,3,565484,5.305189890430145e-4
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Thiosulfate oxidation,soxA,L-cysteine S-thiosulfotransferase,19,565484,0.0033599535972724253
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Thiosulfate oxidation,soxB,S-sulfosulfanyl-L-cysteine sulfohydrolase,5,565484,8.841983150716908e-4
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Thiosulfate oxidation,soxC,sulfane dehydrogenase subunit SoxC,7,565484,0.001237877641100367
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Thiosulfate oxidation,soxD,S-disulfanyl-L-cysteine oxidoreductase SoxD,17,565484,0.003006274271243749
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Thiosulfate oxidation,soxX,L-cysteine S-thiosulfotransferase,31,565484,0.005482029553444483
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Thiosulfate oxidation,soxY,sulfur-oxidizing protein SoxY,15,565484,0.0026525949452150723
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Thiosulfate oxidation,soxYZ,soxYZ_like_carrier,4,565484,7.073586520573526e-4
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Thiosulfate oxidation,soxZ,sulfur-oxidizing protein SoxZ,21,565484,0.0037136329233011015
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),DMSO metabolism | DMS (Dimethyl sulfide) <-> Methanethiol,dmoB,dimethyl-sulfide monooxygenase subunit B,116,565484,0.020513400909663228
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),DMSO metabolism | DMS (Dimethyl sulfide) <-> Methanethiol,mddA,methanethiol S-methyltransferase,50,565484,0.008841983150716907
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),DMSO metabolism | DMSO (Dimethyl sulfoxide) -> Methanesulfonate,dsoB,DMS oxygenase beta subunit,2,565484,3.536793260286763e-4
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),DMSO metabolism | DMSO (Dimethyl sulfoxide) -> Methanesulfonate,msuD,methanesulfonate monooxygenase,3,565484,5.305189890430145e-4
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),DMSO metabolism | DMSO (Dimethyl sulfoxide) -> Methanesulfonate,sfnG,dimethylsulfone monooxygenase,5,565484,8.841983150716908e-4
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),DMSO metabolism | DMSO (Dimethyl sulfoxide) <-> DMS (Dimethyl sulfide),ddhA,dimethylsulfide dehydrogenase subunit alpha,61,565484,0.010787219443874627
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),DMSO metabolism | DMSO (Dimethyl sulfoxide) <-> DMS (Dimethyl sulfide),dsoB,DMS oxygenase beta subunit,2,565484,3.536793260286763e-4
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | Cystathionine -> Homocysteine,malY,cysteine-S-conjugate beta-lyase,11,565484,0.0019452362931577196
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | Cystathionine -> Homocysteine,metC,cysteine-S-conjugate beta-lyase,47,565484,0.008311464161673894
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | Cysteine <-> 3-mercaptopyruvate,aspB,aspartate aminotransferase,48,565484,0.008488303824688232
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | Cysteine <-> Cystathionine,metB,cystathionine gamma-synthase,49,565484,0.00866514348770257
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | Homocysteine -> Methionine,metH,5-methyltetrahydrofolate--homocysteine methyltransferase,72,565484,0.012732455737032349
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | Homocysteine <-> Methionine,metE,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,74,565484,0.013086135063061024
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | MHO (L-methionine (R)-S-oxide) -> Methionine),msrC,L-methionine (R)-S-oxide reductase,19,565484,0.0033599535972724253
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | OAHS (O-acetylhomoserine) + Sulfide -> Homocysteine,metY,O-acetylhomoserine (thiol)-lyase,39,565484,0.006896746857559188
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | SAH (S-adenosyl-L-homocysteine) -> Homocysteine,ahcY,adenosylhomocysteinase,105,565484,0.018568164616505508
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | SAH (S-adenosyl-L-homocysteine) -> SRH (S-ribosylhomocysteine),mtnN,adenosylhomocysteine nucleosidase,14,565484,0.002475755282200734
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | SRH (S-ribosylhomocysteine) -> Homocysteine,luxS,S-ribosylhomocysteine lyase,1,565484,1.7683966301433815e-4
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Sulfite production from organic sulfur | Alkylsulfonate/Isethionate -> Sulfite,ssuD,alkanesulfonate monooxygenase,6,565484,0.001061037978086029
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Sulfite production from organic sulfur | Methanesulfonate -> Sulfite,msmA,methanesulfonate monooxygenase,2,565484,3.536793260286763e-4
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Sulfite production from organic sulfur | Taurine -> Sulfite,tauD,taurine dioxygenase,30,565484,0.005305189890430145
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Sulfur-related amino acid metabolism | Cysteine -> Sulfide,cysK,cysteine synthase,57,565484,0.010079860791817276
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Sulfur-related amino acid metabolism | Cysteine -> Sulfide,cysM,S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent),15,565484,0.0026525949452150723
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Sulfur-related amino acid metabolism | Cysteine -> Sulfide,dcyD,D-cysteine desulfhydrase,3,565484,5.305189890430145e-4
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Sulfur-related amino acid metabolism | Cysteine -> Sulfide,malY,cysteine-S-conjugate beta-lyase,11,565484,0.0019452362931577196
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Sulfur-related amino acid metabolism | Cysteine -> Sulfide,metC,cysteine-S-conjugate beta-lyase,47,565484,0.008311464161673894
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Sulfur-related amino acid metabolism | Methionine -> Methanethiol,megL,methionine gamma-lyase,82,565484,0.014500852367175729
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Sulfur-related amino acid metabolism | Methionine -> SAMe (S-adenosyl-L-methionine),metK,S-adenosylmethionine synthetase,113,565484,0.019982881920620213
SW,simplified,metabolic,Sulfur cycling enzymes (detailed),Sulfur-related amino acid metabolism | SAMe (S-adenosyl-L-methionine) -> SAH (S-adenosyl-L-homocysteine),dcm,DNA (cytosine-5)-methyltransferase 1,96,565484,0.016976607649376464
SW,simplified,metabolic,Urea utilization,Urease,ureA,urease subunit gamma,13,565484,0.002298915619186396
SW,simplified,metabolic,Urea utilization,Urease,ureB,urease subunit beta,13,565484,0.002298915619186396
SW,simplified,metabolic,Urea utilization,Urease,ureC,urease subunit alpha,16,565484,0.0028294346082294104
WC,simplified,ambiguous,"iron_aquisition-iron_transport,Hydrogenases","YfeA-family-iron-binding-proteins,Ni-Fe Hydrogenase",nife-group-3c,"Ni-Fe Hydrogenase, Electron-bifurcation",1,543229,1.840844284822791e-4
WC,simplified,ambiguous,"iron_aquisition-iron_transport,Selenate reduction","FeoA-family-iron-transporter,Selenate reduction",YgfK,putative selenate reductase,1,543229,1.840844284822791e-4
WC,simplified,ambiguous,"iron_aquisition-siderophore_transport_potential,Fermentation","HatD-family-substrate-binding-protein,Acetogenesis",acdA,"acetyl coenzyme A synthetase (ADP forming), alpha domain",1,543229,1.840844284822791e-4
WC,simplified,ambiguous,"iron_aquisition-siderophore_transport_potential,Oxidative phosphorylation","ExbD-family,Complex II (Succinate dehydrogenase/Fumarate reductase)",sdhC,"succinate dehydrogenase / fumarate reductase, cytochrome b subunit",1,543229,1.840844284822791e-4
WC,simplified,ambiguous,"iron_aquisition-siderophore_transport_potential,Sulfur cycling","ExbB-family,Sulfur oxidation",sdo,sulfur dioxygenase,1,543229,1.840844284822791e-4
WC,simplified,ambiguous,"iron_aquisition-siderophore_transport_potential,Sulfur cycling enzymes (detailed)","ExbB-family,Dissimilatory sulfur metabolism | Sulfur oxidation",sdo,sulfur dioxygenase,1,543229,1.840844284822791e-4
WC,simplified,ambiguous,"iron_gene_regulation,Carbon fixation","Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,Wood Ljungdahl pathway",cooS,anaerobic carbon-monoxide dehydrogenase catalytic subunit,1,543229,1.840844284822791e-4
WC,simplified,ambiguous,"iron_gene_regulation,Complex carbon degradation","PF04773_FecR,Amylolytic enzymes",alpha-amylase,alpha-amylase,1,543229,1.840844284822791e-4
WC,simplified,ambiguous,"iron_gene_regulation,Fatty acid degradation","PF01475-Iron_dependent_repressor-fur_family,Fatty acid degradation",acyl-CoA dehydrogenase,acyl-CoA dehydrogenase,1,543229,1.840844284822791e-4
WC,simplified,ambiguous,"iron_gene_regulation,Fermentation","Sid_PvdS_regulator_Paeruginosa_PA2426_180620,Acetate to acetyl-CoA",acs,acetyl-CoA synthetase,1,543229,1.840844284822791e-4
WC,simplified,ambiguous,"iron_gene_regulation,Metal reduction","Sid_PvdS_regulator_Paeruginosa_PA2426_180620,Metal (Iron/Manganese) reduction",mtrC,"decaheme c-type cytochrome, OmcA/MtrC family",1,543229,1.840844284822791e-4
WC,simplified,ambiguous,"iron_gene_regulation,Nitrogen cycling","Sid_PvdS_regulator_Paeruginosa_PA2426_180620,Nitrate reduction",napA,periplasmic nitrate reductase NapA,1,543229,1.840844284822791e-4
WC,simplified,ambiguous,"iron_gene_regulation,Oxidative phosphorylation","PF01475-Iron_dependent_repressor-fur_family,Complex II (Succinate dehydrogenase/Fumarate reductase)",sdhD,"succinate dehydrogenase / fumarate reductase, membrane anchor subunit",1,543229,1.840844284822791e-4
WC,simplified,ambiguous,"iron_gene_regulation,Oxidative phosphorylation","PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,Complex II (Succinate dehydrogenase/Fumarate reductase)",sdhC,"succinate dehydrogenase / fumarate reductase, cytochrome b subunit",1,543229,1.840844284822791e-4
WC,simplified,ambiguous,"iron_gene_regulation,Oxidative phosphorylation","PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,Complex II (Succinate dehydrogenase/Fumarate reductase)",sdhD,"succinate dehydrogenase / fumarate reductase, membrane anchor subunit",1,543229,1.840844284822791e-4
WC,simplified,ambiguous,"iron_gene_regulation,Oxidative phosphorylation","PF04773_FecR,Complex I (NADH-quinone oxidoreductase)",nuoA,NADH-quinone oxidoreductase subunit A,1,543229,1.840844284822791e-4
WC,simplified,ambiguous,"iron_gene_regulation,Oxidative phosphorylation","Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,Complex II (Succinate dehydrogenase/Fumarate reductase)",sdhC,"succinate dehydrogenase / fumarate reductase, cytochrome b subunit",1,543229,1.840844284822791e-4
WC,simplified,ambiguous,"iron_gene_regulation,Oxidative phosphorylation","Sid_PvdS_regulator_Paeruginosa_PA2426_180620,Complex I (NADH-quinone oxidoreductase)",nuoA,NADH-quinone oxidoreductase subunit A,1,543229,1.840844284822791e-4
WC,simplified,ambiguous,"iron_gene_regulation,Oxygen metabolism (Oxidative phosphorylation Complex IV)","PF01475-Iron_dependent_repressor-fur_family,Oxygen metabolism - cytochrome c oxidase, caa3-type",coxB,cytochrome c oxidase subunit II,1,543229,1.840844284822791e-4
WC,simplified,ambiguous,"iron_gene_regulation,Oxygen metabolism (Oxidative phosphorylation Complex IV)","Sid_PvdS_regulator_Paeruginosa_PA2426_180620,Oxygen metabolism - cytochrome (quinone) oxidase, bd type",cydA,cytochrome bd ubiquinol oxidase subunit I,1,543229,1.840844284822791e-4
WC,simplified,ambiguous,"iron_gene_regulation,Sulfur cycling enzymes (detailed)","PF01325-Iron_dependent_repressor-dtxR_family_N,Sulfur-related amino acid metabolism | SAMe (S-adenosyl-L-methionine) -> SAH (S-adenosyl-L-homocysteine)",dcm,DNA (cytosine-5)-methyltransferase 1,1,543229,1.840844284822791e-4
WC,simplified,ambiguous,"iron_gene_regulation,Sulfur cycling enzymes (detailed)","PF04773_FecR,Assimilatory sulfur metabolism| Sulfide -> Cysteine",cysK,cysteine synthase,1,543229,1.840844284822791e-4
WC,simplified,ambiguous,"iron_gene_regulation,Sulfur cycling enzymes (detailed)","PF04773_FecR,Sulfur-related amino acid metabolism | Cysteine -> Sulfide",cysK,cysteine synthase,1,543229,1.840844284822791e-4
WC,simplified,ambiguous,"iron_gene_regulation,Sulfur cycling enzymes (detailed)","PF04773_FecR,Sulfur-related amino acid metabolism | SAMe (S-adenosyl-L-methionine) -> SAH (S-adenosyl-L-homocysteine)",dcm,DNA (cytosine-5)-methyltransferase 1,1,543229,1.840844284822791e-4
WC,simplified,ambiguous,"iron_storage,Aromatics degradation","PF00210-Ferritin_like_domain,Benzoyl-CoA reduction",bcrB,benzoyl-CoA reductase subunit B,1,543229,1.840844284822791e-4
WC,simplified,ambiguous,"iron_storage,Oxidative phosphorylation","PF00210-Ferritin_like_domain,Complex V (ATP synthase: V/A-type H+/Na+-transporting ATPase)",atpA (V/A-type),V/A-type H+/Na+-transporting ATPase subunit A,1,543229,1.840844284822791e-4
WC,simplified,fegenie,iron_aquisition-heme_oxygenase,HemS-family-heme-degradation,NA,NA,1,543229,1.840844284822791e-4
WC,simplified,fegenie,iron_aquisition-heme_transport,HmuV-family-ATP-binding-protein,NA,NA,1,543229,1.840844284822791e-4
WC,simplified,fegenie,iron_aquisition-iron_transport,FbpA-family-iron-binding-protein,NA,NA,5,543229,9.204221424113956e-4
WC,simplified,fegenie,iron_aquisition-iron_transport,FbpB-FutB-family-iron-permease,NA,NA,11,543229,0.0020249287133050704
WC,simplified,fegenie,iron_aquisition-iron_transport,FbpC-family-ATPase,NA,NA,2,543229,3.681688569645582e-4
WC,simplified,fegenie,iron_aquisition-iron_transport,FeoA-family-iron-transporter,NA,NA,16,543229,0.002945350855716466
WC,simplified,fegenie,iron_aquisition-iron_transport,FeoB-family-iron-transporter,NA,NA,15,543229,0.002761266427234187
WC,simplified,fegenie,iron_aquisition-iron_transport,FutA1-family-iron-binding-proteins,NA,NA,1,543229,1.840844284822791e-4
WC,simplified,fegenie,iron_aquisition-iron_transport,FutA2-family-iron-binding-proteins,NA,NA,2,543229,3.681688569645582e-4
WC,simplified,fegenie,iron_aquisition-iron_transport,FutC-family-ATPase,NA,NA,3,543229,5.522532854468373e-4
WC,simplified,fegenie,iron_aquisition-iron_transport,YfeA-family-iron-binding-proteins,NA,NA,9,543229,0.0016567598563405118
WC,simplified,fegenie,iron_aquisition-iron_transport,YfeB-family-membrane-proteins,NA,NA,10,543229,0.0018408442848227911
WC,simplified,fegenie,iron_aquisition-iron_transport,Zip-family-zink-and-iron-uptake,NA,NA,2,543229,3.681688569645582e-4
WC,simplified,fegenie,iron_aquisition-siderophore_transport_potential,ExbB-family,NA,NA,71,543229,0.013069994422241818
WC,simplified,fegenie,iron_aquisition-siderophore_transport_potential,ExbD-family,NA,NA,88,543229,0.016199429706440564
WC,simplified,fegenie,iron_aquisition-siderophore_transport_potential,FpvC-family-siderophore-transport,NA,NA,1,543229,1.840844284822791e-4
WC,simplified,fegenie,iron_aquisition-siderophore_transport_potential,FpvD-family-siderophore-transport,NA,NA,8,543229,0.001472675427858233
WC,simplified,fegenie,iron_aquisition-siderophore_transport_potential,FpvE-family-permease,NA,NA,19,543229,0.0034976041411633033
WC,simplified,fegenie,iron_aquisition-siderophore_transport_potential,FpvF-family-siderophore-transport,NA,NA,1,543229,1.840844284822791e-4
WC,simplified,fegenie,iron_aquisition-siderophore_transport_potential,FpvG-family-siderophore-transport,NA,NA,2,543229,3.681688569645582e-4
WC,simplified,fegenie,iron_aquisition-siderophore_transport_potential,FpvJ-family-siderophore-transport,NA,NA,1,543229,1.840844284822791e-4
WC,simplified,fegenie,iron_aquisition-siderophore_transport_potential,FpvK-family-hypothetical,NA,NA,1,543229,1.840844284822791e-4
WC,simplified,fegenie,iron_aquisition-siderophore_transport_potential,HatD-family-substrate-binding-protein,NA,NA,11,543229,0.0020249287133050704
WC,simplified,fegenie,iron_aquisition-siderophore_transport_potential,LbtU-family-siderophore receptor,NA,NA,2,543229,3.681688569645582e-4
WC,simplified,fegenie,iron_aquisition-siderophore_transport_potential,PirA-family-siderophore-receptor,NA,NA,18,543229,0.0033135197126810236
WC,simplified,fegenie,iron_aquisition-siderophore_transport_potential,PiuA-family-siderophore-receptor,NA,NA,2,543229,3.681688569645582e-4
WC,simplified,fegenie,iron_aquisition-siderophore_transport_potential,PvdR-family-sideropore-export,NA,NA,5,543229,9.204221424113956e-4
WC,simplified,fegenie,iron_aquisition-siderophore_transport_potential,PvdT-family-siderophore-export,NA,NA,5,543229,9.204221424113956e-4
WC,simplified,fegenie,iron_aquisition-siderophore_transport_potential,PvuCD-family-permease,NA,NA,2,543229,3.681688569645582e-4
WC,simplified,fegenie,iron_aquisition-siderophore_transport_potential,PvuD-family-ATP-binding-protein,NA,NA,4,543229,7.363377139291164e-4
WC,simplified,fegenie,iron_aquisition-siderophore_transport_potential,TonB-family,NA,NA,25,543229,0.004602110712056978
WC,simplified,fegenie,iron_gene_regulation,PF01325-Iron_dependent_repressor-dtxR_family_N,NA,NA,6,543229,0.0011045065708936747
WC,simplified,fegenie,iron_gene_regulation,PF01475-Iron_dependent_repressor-fur_family,NA,NA,116,543229,0.021353793703944374
WC,simplified,fegenie,iron_gene_regulation,PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,NA,NA,20,543229,0.0036816885696455822
WC,simplified,fegenie,iron_gene_regulation,PF04773_FecR,NA,NA,87,543229,0.01601534527795828
WC,simplified,fegenie,iron_gene_regulation,Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,NA,NA,74,543229,0.013622247707688655
WC,simplified,fegenie,iron_gene_regulation,Sid_PvdS_regulator_Paeruginosa_PA2426_180620,NA,NA,119,543229,0.021906046989391213
WC,simplified,fegenie,iron_gene_regulation,Sid_YqjI_regulator_for_YqjH_P64588_Escherichia_coli_180606,NA,NA,12,543229,0.0022090131417873493
WC,simplified,fegenie,iron_storage,PF00210-Ferritin_like_domain,NA,NA,46,543229,0.008467883710184839
WC,simplified,fegenie,iron_storage,PF13668_Ferritin_like_domain,NA,NA,8,543229,0.001472675427858233
WC,simplified,metabolic,Amino acid utilization,4-aminobutyrate aminotransferase and related aminotransferases,4-aminobutyrate aminotransferase and related aminotransferases,4-aminobutyrate aminotransferase and related aminotransferases,64,543229,0.011781403422865863
